time,u1,u2
0.0,0.0,4.0
0.0009088636171540274,0.0009920701054435801,3.9983716068854163
0.006247519710226943,0.006521087297743744,3.989100400454139
0.01718600879398481,0.01641437510092216,3.971520735096048
0.0326379692179813,0.027670731588143784,3.949380386214052
0.05269450420231611,0.03866604927268442,3.9242473220138696
0.07834739884708172,0.04853623360126866,3.8963327290062466
0.11003309365798386,0.05650988830732992,3.866202715739383
0.1487103087416955,0.06249699090520428,3.8334489382757297
0.19530233755422677,0.0667713081067203,3.7974146617112807
0.2513134806737315,0.06986768131816289,3.756898634741625
0.31878218139647413,0.07234697478094287,3.710479760488103
0.4009241974180062,0.07469937792516076,3.6562959005374474
0.5029620221796393,0.07732314144978535,3.591762685471885
0.6359309961050784,0.08064137207367535,3.511707863942894
0.8396371642832439,0.08572544272130021,3.3971680433110105
1.004305672331361,0.08984654364109178,3.311213796853868
1.2210169802882693,0.09529008849945149,3.2063686369579307
1.4368366928763252,0.10070035148122926,3.11053185308478
1.6848209722234935,0.10688434082884805,3.009979242348189
1.945905033786472,0.1133184703163652,2.914083060478722
2.232355739443155,0.12025424571667905,2.819369694367994
2.538613163461821,0.12748315139722116,2.7288859950825968
2.8697019375204755,0.13504014904712242,2.642084284294798
3.225076945384336,0.1428096698048046,2.5600331753028045
3.607620004440605,0.15073906375352122,2.4828439190100493
4.211583672545092,0.16216598941922078,2.3806106390413326
4.522227345093079,0.16770631800551816,2.3359055128156783
5.179601009229582,0.1781419955472626,2.2559229590572674
5.622169520321351,0.18444626183639848,2.211405668200436
6.38834262829113,0.19383354416031573,2.1484813510078826
7.024212355630842,0.20043028007744015,2.1072030081232254
8.031600483341967,0.2088384066189457,2.0571052190125685
9.016308285032524,0.21513092931016536,2.021690379402228
10.642205558348877,0.22235186606410992,1.9827576955248212
12.517060114143954,0.2273589364191143,1.9569131086580753
14.822914106190563,0.23065362022987188,1.940332907798306
17.502614353154925,0.23243882845199487,1.9314925790643407
20.96457503935974,0.23334022340738741,1.9270646812942303
25.549791595599658,0.2336827581949566,1.9253880284449065
29.0,0.2337431294721806,1.9250927652761702
